,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
242,lola beltrán,paloma negra,0,7cOZAzuSGF7y4pNX35B7yq,0.454,0.257,2,-7.446,1,0.0363,0.916,8.06e-05,0.208,0.464,80.43,195480,3
243,josé alfredo jimenez,el rey,0,4ihZFukyNotzCUtxI4qpu8,0.376,0.374,9,-11.923,1,0.0408,0.587,0.0,0.214,0.867,182.719,129400,4
244,josé feliciano,feliz navidad,0,0oPdaY4dXtc3ZsaG17V972,0.512,0.831,2,-9.004,1,0.0383,0.552,0.0,0.336,0.963,148.82,182067,4
245,jimi hendrix,all along the watchtower,0,2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
246,the who,my generation - stereo version,0,4u9f8hqstB7iITDJNzKhQx,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4
247,the rolling stones,(i can't get no) satisfaction,0,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4
248,the doors,"hello, i love you",0,3bWGaqVeYKMlLss40mPgNn,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4
249,led zeppelin,whole lotta love,0,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
250,the beatles,hey jude - remastered 2015,0,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4
251,cream,white room,0,3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4
252,the kinks,you really got me - mono mix,0,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4
254,roy orbison,"oh, pretty woman",0,48i055G1OT5KxGGftwFxWy,0.619,0.603,9,-9.481,1,0.0342,0.715,0.0,0.0721,0.958,127.432,178933,4
256,buffalo springfield,for what it's worth,0,1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
257,creedence clearwater revival,fortunate son,0,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
258,steppenwolf,born to be wild - single version,0,3lN8PP6R2IxbLP05QpYXng,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4
259,the animals,house of the rising sun,0,7BY005dacJkbO6EPiOh2wb,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3
260,the kingsmen,louie louie,0,0iA3xXSkSCiJywKyo1UKjQ,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,165381,4
262,tommy james & the shondells,crimson and clover - single version,0,1vXuYPpkLjn1v06E2EsWQY,0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,208667,4
263,santana,evil ways,0,5tmrnhMxx39jnu3kjopMdP,0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,238267,4
264,jimi hendrix,purple haze,0,0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
265,the mamas & the papas,california dreamin' - single version,0,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4
266,bob dylan,like a rolling stone,0,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4
267,"crosby, stills & nash",suite: judy blue eyes - remastered,0,2PuUFT13yCzUOZun94WOXv,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.206,444053,4
268,the byrds,turn! turn! turn! (to everything there is a season),0,5qBqBdfTEIWJwAS0Jm2F5R,0.452,0.818,2,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360,4
269,the beatles,i saw her standing there - remastered 2009,0,3KiexfmhxHvG5IgAElmTkd,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,4
270,the doors,light my fire,0,5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4
271,the who,pinball wizard,0,6LbbHFEajG9e4m0G3L47c4,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,4
272,simon & garfunkel,the sounds of silence,0,2YplrdHMBoRdnHgMeHEwHm,0.44,0.466,6,-9.712,1,0.0284,0.17,1.03e-06,0.118,0.543,107.744,185253,4
273,booker t. & the m.g.'s,green onions,0,4fQMGlCawbTkH9yPPZ49kP,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,176333,4
274,neil diamond,sweet caroline - single version,0,7waQASGjvaRBw6jyX3gVZ0,0.549,0.255,11,-8.823,1,0.0287,0.443,2.17e-05,0.454,0.638,127.368,200240,4
275,the young rascals,good lovin' - single version,0,0XnhQGfqfi5CnZXcONJuI5,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4
276,chubby checker,the twist,0,3ohLnESFgYACPMCkoTOzqE,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,153760,4
277,cream,sunshine of your love,0,6FRwDxXsvSasw0y2eDArsz,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000,4
278,ray charles,hit the road jack,0,3aNpvb3OkNa519ijHy4krD,0.587,0.467,5,-9.422,0,0.06,0.742,0.000399,0.11,0.7,147.052,296360,4
279,creedence clearwater revival,proud mary,0,2EZc13S7YRi6bTS3SKteRN,0.72,0.391,2,-16.595,1,0.0342,0.163,8.29e-05,0.046,0.786,120.794,187227,4
280,led zeppelin,dazed and confused,0,6hu1f1cXSw7OAqhpSQ2zDy,0.271,0.553,2,-9.526,1,0.0472,0.044,0.0096,0.0999,0.433,86.762,386373,3
281,blue cheer,summertime blues,0,6iWaf45YIhj0YT8GFGxsw0,0.456,0.514,7,-9.733,0,0.053,0.462,0.00037,0.268,0.657,138.377,226907,4
282,the beatles,i want to hold your hand - remastered 2015,0,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4
283,dion,runaround sue,0,1DndHckdH9m5rp6gYP086b,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,171600,4
284,the kinks,all day and all of the night - 2014 remastered version,0,4rXSVEYOuJNicjAm3NiYK6,0.551,0.954,7,-2.844,1,0.0814,0.498,0.0,0.0884,0.685,136.862,142480,4
285,ike & tina turner,river deep - mountain high,0,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8,-3.791,1,0.0724,0.468,0.000585,0.195,0.866,155.115,244160,4
286,the lovin' spoonful,summer in the city - remastered,0,7AzFID6u1b3zIWbd9pb8Dk,0.423,0.681,10,-9.756,1,0.0397,0.0592,0.000177,0.0889,0.559,110.461,160307,4
287,the rolling stones,jumpin' jack flash - mono / remastered,0,55LRDFmsuazr533WrtHHW9,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4
288,jimi hendrix,foxey lady,0,23MrkN7g6Q5U7GLIxNHN1B,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773,4
289,jefferson airplane,somebody to love,0,4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4
290,the chambers brothers,time has come today,0,5qA1ZrjjVLh1cL9GZOFdNm,0.528,0.514,2,-11.909,1,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933,4
291,the yardbirds,heart full of soul,0,0AiuEo7FCxP2y2WTOpLPe5,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893,4
292,the lovin' spoonful,do you believe in magic?,0,1udKn1oNKYQSQ9OmiIWCMu,0.552,0.742,0,-7.963,1,0.0454,0.218,0.0,0.339,0.751,138.591,125827,4
293,the rolling stones,"paint it, black - mono",0,1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480,4
294,the beach boys,good vibrations - remastered,0,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027,4
295,count five,psychotic reaction,0,5JcaA4A9ZoXthwEnxOxWvP,0.358,0.753,11,-6.641,1,0.0986,0.000259,0.0199,0.266,0.688,164.896,185524,4
296,the beatles,yesterday - remastered 2009,0,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4
297,the moody blues,nights in white satin - single version / mono mix,0,6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4
299,steppenwolf,magic carpet ride,0,4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4
300,the searchers,needles and pins - mono,0,0zABw1PtGYHsU4VDpDZsra,0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360,4
301,the band,the weight - remastered,0,0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493,4
302,sam cooke,bring it on home to me,0,0WVTQp3SOCuMr08jh1jweV,0.523,0.402,0,-8.233,1,0.0305,0.778,0.0,0.432,0.675,70.863,162533,4
303,creedence clearwater revival,bad moon rising,0,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
304,roy orbison,crying,0,6eLL7QTdMWdhhG4i3jHDR9,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,166467,4
305,the beatles,revolution - remastered,0,3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
306,the miracles,shop around,0,47IRIQxGDe2Sc6F4pe2FMf,0.552,0.7,7,-4.533,1,0.0295,0.809,0.0,0.805,0.901,132.005,170760,4
307,the bobby fuller four,i fought the law,0,6Um3XCAxl9YfFmAnGl93xc,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360,4
308,bob dylan,the times they are a-changin',0,52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,192053,3
309,the rolling stones,honky tonk women,0,3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4
311,the beatles,she loves you - mono / remastered,0,6nEkxYIEnrbYH7h1hJ8Xn6,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,140920,4
312,led zeppelin,heartbreaker,0,6WE7jSshLCuVKoCmobVKVf,0.403,0.709,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,254133,4
313,van morrison,brown eyed girl,0,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,4
314,the rolling stones,gimme shelter,0,6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4
315,the doors,touch me,0,4BVE5tIIpYabZcYCbephNW,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253,4
316,jan & dean,surf city - remastered 1990 / stereo remix,0,4ZzXPeOfMXk0iKNQGdlzDq,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027,4
317,jefferson airplane,white rabbit,0,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4
318,creedence clearwater revival,green river,0,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
319,the beach boys,i get around (mono) - mono,0,3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4
320,the byrds,mr. tambourine man,0,2HCaIYjkvWSZzaSKUoOh3d,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4
321,the beatles,with a little help from my friends - remastered 2009,0,2RnPATK99oGOZygnD2GTO6,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107,4
323,the yardbirds,for your love,0,5bC4y9Zhn6ng0MOzACCHkc,0.347,0.638,2,-10.258,1,0.0409,0.236,0.0,0.0894,0.61,94.506,150627,4
324,the rolling stones,street fighting man,0,7EXgO1bRnEArE58rtrgMWB,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147,4
325,bob dylan,blowin' in the wind,0,18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4
326,the beach boys,in my room - remastered,0,62fX8EW16l8St2yL8rMer9,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3
327,the spencer davis group,i'm a man,0,1oXq63OUf43LDnNPVtfvX8,0.554,0.859,9,-8.842,1,0.066,0.16,0.0,0.117,0.686,128.637,171827,4
328,them,gloria - stereo version,0,1DKyFVzIh1oa1fFnEmTkIl,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800,4
329,small faces,itchycoo park,0,5H0laZ62yDUPuKvHef8niK,0.613,0.555,9,-9.801,1,0.072,0.58,1.64e-06,0.119,0.556,127.267,166680,4
330,the troggs,wild thing,0,7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,155333,4
331,the zombies,care of cell 44,0,5QXqz1KDz8Z8DmfQoxWmmy,0.421,0.58,7,-7.011,1,0.0285,0.265,0.0136,0.0973,0.403,129.959,235827,4
332,pink floyd,see emily play - 2016 remastered version,0,5JubSv0sa8CKjAslCSH27S,0.439,0.755,2,-7.035,1,0.0382,0.208,0.0,0.122,0.427,123.74,174573,4
333,love,alone again or - 2015 remastered version,0,1XuccRABkfUVB4FjSVhjL1,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275,4
334,count five,psychotic reaction - rarities version,0,77oq56JTlEBzAH7KNZHvx1,0.355,0.761,11,-6.309,1,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,4
335,the 13th floor elevators,slip inside this house - stereo lp version,0,4GVRHAwABAV0v63YX9Go0p,0.555,0.694,9,-8.453,0,0.0426,0.101,0.0,0.123,0.602,127.423,482278,4
336,the electric prunes,i had too much to dream (last night),0,5YgCmkSdGukXqK3fJlX4pQ,0.341,0.714,2,-7.998,0,0.0404,0.354,0.0,0.31,0.412,147.604,178144,4
337,? & the mysterians,96 tears,0,4PEeZ2U4UfP2Jo8EtIOjus,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,176867,4
338,the sonics,have love will travel,0,2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,10,-5.626,1,0.105,0.727,0.0,0.0904,0.934,130.195,160400,4
339,mc5,kick out the jams,0,5mSZLysuAtdNA21mbOm0sx,0.345,0.811,1,-11.948,0,0.0654,0.0606,0.0466,0.357,0.625,142.834,183824,4
340,the monks,i hate you,0,3XrPNRdFbGZESTGPte23dD,0.65,0.798,9,-8.126,0,0.0541,0.441,0.000706,0.137,0.464,110.646,213707,4
341,the stooges,i wanna be your dog,0,672N8DGGTOLCOgWe0koX5g,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,188560,4
342,the velvet underground,i'm waiting for the man - album version (stereo),0,7hrJgdNzMHlKxEorMLrPcD,0.679,0.635,7,-9.792,1,0.0433,0.0334,0.871,0.15,0.83,125.831,279520,4
343,the byrds,eight miles high,0,2BGNomqCxEDcXyxf8bg27k,0.364,0.768,9,-10.492,1,0.0757,0.21,0.136,0.503,0.37,130.602,214640,4
344,the surfaris,wipe out,0,4anUinKv803lyDD1vaSXhU,0.336,0.636,0,-13.785,1,0.0374,0.385,0.909,0.414,0.521,152.423,157760,4
345,extreme,more than words,0,1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6,-14.898,1,0.0298,0.467,0.0,0.113,0.239,91.893,334107,4
346,tom petty,free fallin',0,5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4
348,bill withers,lean on me,0,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0,-13.843,1,0.0667,0.782,1.19e-05,0.124,0.423,75.16,258835,4
350,tracy chapman,fast car,0,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4
351,carly simon,you're so vain,0,2DnJjbjNTV9Nd5NOa1KGba,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4
352,kansas,dust in the wind,0,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
353,faces,ooh la la,0,4lJ6YVXQ0jUk5ILu0PSrA4,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
354,james taylor,you've got a friend,0,69l8nFPu0LWmnoJX7YSVYc,0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,268707,4
355,bob marley & the wailers,redemption song,0,26PwuMotZqcczKLHi4Htz3,0.671,0.256,7,-10.743,1,0.0387,0.608,0.0,0.0737,0.694,115.871,233560,4
356,van morrison,crazy love,0,2hjAc6x8EoSLhGxRNg8KEw,0.575,0.188,9,-18.758,1,0.0959,0.841,4.37e-05,0.228,0.334,77.464,155453,4
357,bruce springsteen,i'm on fire,0,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4
358,neil young,heart of gold,0,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,187013,4
359,dolly parton,wildflowers - remastered,0,27876bQcDNkZhWqvF0zfFN,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28e-06,0.335,0.618,90.373,216573,4
360,elton john,"rocket man (i think it's going to be a long, long time)",0,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
361,phil collins,in the air tonight - 2015 remastered,0,18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4
362,chris isaak,wicked game - remastered,0,390AWnOn2rfe9FzQjYmxIH,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,286880,4
363,leonard cohen,hallelujah,0,7yzbimr8WVyAtBX3Eg6UL9,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,277160,3
364,george harrison,my sweet lord,0,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,1,-8.913,0,0.0335,0.0972,0.0,0.0832,0.583,120.92,281227,4
365,america,a horse with no name,0,54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
366,dolly parton,jolene,0,2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4
367,the beatles,let it be - remastered 2009,0,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027,4
368,rod stewart,maggie may,0,6rovOdp3HgK1DeAMYDzoA7,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,350267,4
369,paul simon,me and julio down by the schoolyard,0,6vxHp3CDNo0afgKGp2yi1E,0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-06,0.104,0.798,105.33,164813,4
370,carole king,where you lead,0,0APt4t1Dab58sYmGQ4jgij,0.784,0.459,0,-10.446,1,0.0304,0.763,1.28e-06,0.0684,0.931,106.957,200147,4
371,janis joplin,me and bobby mcgee,0,1IqFh00G2kvvMm8pRMpehA,0.453,0.464,2,-10.96,1,0.0431,0.302,5.96e-05,0.152,0.658,93.19,271333,4
372,gordon lightfoot,if you could read my mind,0,57ct8jKi6trntXiRV0NnXi,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,228840,4
373,nick drake,pink moon,0,16qzGrIMWoxerw2gnW0zuv,0.638,0.256,3,-15.68,1,0.0492,0.819,0.0707,0.145,0.438,82.479,123333,4
375,led zeppelin,going to california,0,70gbuMqwNBE2Y5rkQJE9By,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
376,neil young,"my my, hey hey (out of the blue)",0,6VltRkmJbCTqgKrTHk4Ulw,0.502,0.4,7,-13.697,0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4
377,johnny cash,i walk the line,0,7hxZF4jETnE5Q75rKQnMjE,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,4
378,the beatles,across the universe - remastered 2009,0,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133,4
379,yusuf / cat stevens,wild world,0,6Xz7FeyE8HTP90HecgHV57,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867,200173,4
380,joni mitchell,california,0,5eM6Rrk8rwLpUhrh7Kk5R1,0.464,0.328,4,-9.005,1,0.0407,0.905,0.0,0.135,0.784,70.859,230227,3
382,bob dylan,tangled up in blue,0,6Vcwr9tb3ZLO63F8DL8cqu,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627,4
383,john lennon,imagine - remastered 2010,0,3D9iV6cYkYJRAPFO6DRKIE,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,257787,4
384,paul mccartney,maybe i’m amazed - remastered 2011,0,1Qa0Y05al633fG8f9Peytc,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827,4
385,suzanne vega,tom's diner,0,7f9sC9fvtjYSZYOLSmKJlq,0.86,0.439,6,-12.264,0,0.0496,0.0204,0.0147,0.0465,0.725,99.144,228307,4
386,commodores,easy,0,1JQ6Xm1JrvHfvAqhl5pwaA,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,256427,4
387,joe cocker,up where we belong,0,0Co8hKbjUy273NrGliGdWZ,0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240,4
388,david bowie,life on mars? - 2015 remastered version,0,3ZE3wv8V3w2T2f7nOCjV0N,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,235987,4
389,depeche mode,personal jesus - acoustic version,0,7JbHx1w8yllNESuyp9SYv3,0.667,0.266,9,-16.339,0,0.0362,0.918,0.284,0.136,0.349,138.178,207867,4
390,kate bush,wuthering heights,0,5YSI1311X8t31PBjkBG4CZ,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,4
391,stealers wheel,stuck in the middle with you - remastered,0,4l7JOtDFoqhbSIepQT62hs,0.738,0.624,7,-9.627,1,0.032,0.00593,0.113,0.119,0.961,123.056,209034,4
392,"grover washington, jr.",just the two of us (feat. bill withers),0,1ko2lVN0vKGUl9zrU0qSlT,0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,237106,4
393,carole king,(you make me feel like) a natural woman,0,0LXljhKMUgoLv8tLwZ1hmf,0.624,0.158,9,-13.059,1,0.0289,0.953,0.00135,0.112,0.303,85.492,229067,3
394,simon & garfunkel,cecilia,0,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827,4
395,"crosby, stills, nash & young",our house,0,2hitsKa8SthKhRJBXUHbIv,0.593,0.205,9,-14.601,1,0.0479,0.896,5.46e-05,0.119,0.377,140.279,179760,4
396,van morrison,and it stoned me,0,3n5iUh2Z6P7cnWins22W0F,0.593,0.468,7,-11.165,1,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,272160,4
397,leonard cohen,famous blue raincoat,0,77K5TB5KZmDZCoJCdd1NvE,0.474,0.0404,9,-22.208,0,0.0387,0.948,0.000263,0.111,0.18,119.415,310773,3
398,george harrison,all things must pass,0,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,1,-8.913,0,0.0335,0.0972,0.0,0.0832,0.583,120.92,281227,4
399,john lennon,stand by me - remastered,0,3ntrdR24dLkKrzSGRv1FlH,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,4
400,peter frampton,"baby, i love your way",0,1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,281067,4
401,peter gabriel,solsbury hill,0,1CM1wOqD2AIjt2MWd31LV2,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,261440,1
402,emmylou harris,boulder to birmingham - remastered,0,05XNDab0Lhitzqk7tRpOnY,0.476,0.318,10,-10.953,1,0.0304,0.78,2e-06,0.104,0.311,126.495,213027,4
403,karen dalton,something on your mind,0,6Vz2IQv3AYoznh4tjsrRPo,0.41,0.598,2,-8.515,1,0.0405,0.55,0.00274,0.092,0.262,76.445,203333,4
405,grateful dead,ripple,0,1OE5l6sedVcIFELMuxQOPI,0.604,0.411,7,-14.258,1,0.034,0.427,5.74e-05,0.602,0.675,126.637,249734,4
406,joe cocker,you are so beautiful,0,1gJOqXpRjz9GeEEwQpcujK,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,159640,3
407,linda ronstadt,blue bayou,0,3zxklD2EGecZre9MjEEvIU,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,239400,4
408,queen,bohemian rhapsody - remastered 2011,0,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
